id,url_id,user,text,created,updated,references,in_class
iThwwrcoEeixw3-zXWXueg,4,michelle_la,"I interpret this as there is a spectrum of deception based on the precision and whether there is a predetermined intent. I feel that when one lies its usually pertains to the individual/personal level of deception, whereas bullshit relates to the way one (purposefully) views the reality of the world",2018-09-13,2018-09-13,,True
noMTbLcmEeiVlXMbKWhsGQ,4,michelle_la,"That's interesting, I reckon that relates to our perceptions on whether certain sentient beings have agency over themselves or not",2018-09-13,2018-09-13,"['O43gELbDEeiOkGdCPboMGg', '-P6uVrcgEei-8id1HZ6kPw']",True
_1VTBLclEei-94vRi1RewQ,4,michelle_la,Context matters!,2018-09-13,2018-09-13,,True
fGBj5LclEei9LLv34mgp-g,4,michelle_la,"""beaten out or shaped by hammering""",2018-09-13,2018-09-13,,True
R4MScLclEeigbdviJ2mM0Q,4,michelle_la,We call this appeal to emotion,2018-09-13,2018-09-13,,True
rCzTJLckEeiwsY_ByejLKQ,4,camilleweinsheimer,"This comment does make me wonder where either sit on the ""morality scale"" - is lying more immoral/unethical than bullshitting, and why or why not?",2018-09-13,2018-09-13,,True
VjWwCLckEei_Ug87xEaQNQ,4,michelle_la,His honesty is refreshing,2018-09-13,2018-09-13,['E3DcSLUmEeiD389xJlC9cg'],True
Ekp2JrckEei72iOLNdrNXQ,4,michelle_la,"![](data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAMAAAABgCAYAAABLwH3pAAAL/0lEQVR42u2d+VMURxTH8//4WxKSMik1UQkBCQgJAh4VL1A0qIhlFGNZCklMFEwJGCOHiniC8Ua8FW8UFVHEE2+iCHhfqC/17aqe6l12ll2FZYHvt6qL3Znt7pne93n9uren+ehik0h3TBQFfUQAKAJAACgCQAAoAkAAKAJAAKhuDcDnX3wp4T/EtEj560vV+Y8/DZCcddta5OsXFGK9Pnf/tczJWCQR0UNkYFSsDBw0WKbN+VN2VVy2zWNX3tm6FzI3K09ih8ep8n4c85NkLi9qtQx3ZVOULQDuDAep11d9pe8330r5tQaX+aofvJHImKGSvqRQahrfqWNV917J6u0HJTA4VE7dfOwVAL8tzJG0v/6R8/XN6j3yj0ueLgWb9xAAyvcA4Hxe8XYZPjbRZT5461HjJrnMW7hln2QVFHsFQEh4pFT999LhXHlto6T8mk4AqI4BAH8BAEBwPg7vv6qkzKNY3NMeIH7CFNl6pEouNLz1uAwCQLXpGECHLtqwEAKZoZA+3qdfoBoD6PI27K9wKCc4LMIrAJBKy2tk8i+paiwxbHSCrN1xuNXrxXECQLVbD4CUW1QiIxImtOgBEO+7yru3slY+CfjM60GwefzYlXpJnDpTUhcsZg9AdSwASJiVwQyRPv5Hdr6MGp/kMu/U2XPVLJI3AGDmp6z6tsO5U7eeqLEBAaA6HIDjVx/I14FBanbInAXKyFlpzQKduN6k3sclJqvPegMA4Bqb9LMVaiG8SkmbL79n5hIAyndjgEWF/9oaFn4XMD07jHR2eraK2cO+j5ag0HAVw2M2x8yPukIjo1okAKM/h4Ev4Bkycox8FzlIBo+Il9SMv6Xy7nMCQLU9APwlmCIABIAiAASAIgAEgCIABIDqkgCwCSgCQFEEgKIIAEURAIoiABRFACiKAFAUAaAoAuChQkJC2iTvh5RDUQSAojoKgD179khUVJQMHTpUSkpK5O3bt7ZGbWf0BIDqlAD06dNHZs6cKU1NTfL48WOZNGmS7Ny5kwBQ3QOAgIAAOX/+vPUer6dNm9ZmADQ2NvosAeDm5mZaCgHwXL169ZJ3795Z7/E6LCzM1qgDAwO9AuDq1as+T/fv37fCOIoAeNUDVFdXy/Tp09XrAQMGyJs3b6xz586dU5/31x6grq5OamtrFQS3bt2ixRCA1gWPPmPGDDUGePLkiUyePFkNiqFZs2bJtm3b1OuGhgZJSUmR/v37+/UYACHQjRs3FAQIiSgC4FYxMTFq0BsRESHDhg2TrVu3WuEDvOmUKVMkPDxczRCVl5erz/v7IBiGDwDu3LlDqyEA3U8AWI8HKALQLUUACAABIAAEgABQBIAAUASAAFAEgABQBIAAUASAAFAEgABQBIAAUASAAFAEgABQBIAAUASAAFAEgABQBIAAUASAAFAEgABQBIAAUB0GAP9NaucF4NWrVx5/1pf7tbb2GX/a+IAAdGIAsG8RNuzqbACY+ysRAALwQQDoXes8Mcq23rD4woULMn78eImNjZWEhAS5dOmS9ZnDhw/LyJEjVX3YFM3Z6LHNDLbD6dGjh/p75swZAkAA3g8ATyBojw2LYeDasE+fPi1JSUnqde/evWX+/PnW9pjr1q2TtLQ0hkBdBQBfbs3oLt29e7fF/qV2ao8NiydOnCgbNmywehINQ8+ePeXp06cOYxV/3QGcALwHAP6c7LZubI8Ni2HkOTk5EhcXJ8nJyXL79u0PAspvAPj8iy8l/IeYFil/fak6//GnAZKzbluLfP2CQqzX5+6/ljkZiyQieogMjIqVgYMGy7Q5f8quisu2eezKO1v3QuZm5Uns8DhV3o9jfpLM5UWtluGu7K7QA2CbRtP4792753EP8KEbFsOrHzhwwDp+9uxZGT16dNcAwJ3hIPX6qq/0/eZbKb/W4DJf9YM3EhkzVNKXFEpN4zt1rOreK1m9/aAEBofKqZuPvQLgt4U5kvbXP3K+vlm9R/5xydOlYPOeDgHAH8cA7oxfe/S23rA4Ojra2isVQGFA7C0AwcHBDj1TpwAA5/OKt8vwsYku88Fbjxo3yWXewi37JKug2CsAQsIjpeq/lw7nymsbJeXXdALggfFD7bFh8cmTJyU+Pl7NAsH4ddt4A8C8efPU9aAH6VQA4C8AAAjOx+H9V5WUeRSLe9oDxE+YIluPVMmFhrcel9EdAPDE+Kk2GgPo0EUbFkIgMxTSx/v0C1RjAF3ehv0VDuUEh0V4BQBSaXmNTP4lVY0lho1OkLU7Drd6vTjOX4KpdusBkHKLSmREwoQWPQDifVd591bWyicBn3k9CDaPH7tSL4lTZ0rqgsXdugeg/AAAJMzKYIZIH/8jO19GjU9ymXfq7LlqFskbADDzU1Z92+HcqVtP1NiAAFAdDsDxqw/k68AgNTtkzgJl5Ky0ZoFOXG9S7+MSk9VnvQEAcI1N+tkKtRBepaTNl98zcwkA5bsxwKLCf20NC78LmJ4dRjo7PVvF7GHfR0tQaLiK4TGbY+ZHXaGRUS0SgNGfw8AX8AwZOUa+ixwkg0fES2rG31J59zkBoNoeAP4STAAIAAEgAASAABAAAkAA/BAA/N/iXbt2eZUH6/fXr18vK1asUHlfvnxpncNa/jVr1khBQYFa4/PixQvrXF5enkO9u3fv7tB7N6+HAHRTAI4cOaIM2lNduXJFPQSjfzzDcofjx49b97V27VqHc0jQw4cP1Xp+s96ampoOu2/n6/lgANgJ+hYALFcuLi6WZcuWqS/SLA/r+Tdt2iSFhYWyevVq6wkraNWqVeo9/mLdTFFRkVRUVMjBgwcdyocXx4I2Z6FOc6n0o0eP1DEsRMvNzXVYvw/vj/rxlNbixYtVwnVBqPfixYsKGNzDvn37bO/1+fPnKh96HHy+srLSo3ZYvny56mmc63B1PUuXLnVYyYp8+kEfs81KS0tdthUB8CEA2tiuX79uGQi+QL0oDV8U1vdA8MZLlixRr5ubmyU7O1uOHTsmr1+/Vsfy8/Olvr5eNm7caJWPB1Lg5V3p2bNnDu9RVlVVleoZVq5c6XAOoZGuGytGr127Zp3DdZSVlVnhE/JihamzYJQwZP2MAO4R9we43LUD7nXBggXK6HUYZtZhXg/aCHWYOnr0qFrO7dxmdm1FAHwIwM2bN+XQoUMOx/QXCoMxn+gCCHjYBMKSY/1an9NPYsFwtOBJ7R6IMQ0Tz+tqbwhjdvaMgALeUUOpDRH1Lly4UBmXFlaVunoSDSGU8xgFPRNAdNcOuFd3dZjXY3p7LYxxUI9zm9m1FQHwIQA7duxQHgshjk4Y0KFMeCh80ej2keD18B7CsmM8c6sFz61jdHyp8KjwaHp9v50uX76syjY9+pYtWyxPrAXvqx92QQhi1osxgCmcd7WeH6ESDN3bdsC9uqvDvB7t7bUADcIjV21m11YEwIcAwCicQxE81wvBCExPigGqjplhpOayZ8Sz+kEU9AQID+D5EErYeX3ABK+rwy0t9AbmPcFAYCgYI8CTbt682aFefb06BHEOn7QAGh68Ma9B1+OuHXCvdnU4Xw9CGnO8gzEReghXbWbXVgTAhwDAgyLc0N4MRo4YFcaBmF4fBwiIg/UXqD2X6RH1wA/l7d+/v0VIYWrv3r1q4OpKMDYYFbwn6oD31yERnvKClzUHp+aAEz2HXa+DAau+V0CHUEXPWtm1gx7b2NXhfD2I4XXvhTbD9ekBs3Ob2bUVAfAhABiM4UvQszwIM/SXhO4ac/DwdvjCcQ6GCQ+IWRSzDPM9piQzMzNtnw2AMWVlZTmEG0j6EUjUD88J48E16alRqK6uToUmMF7nevWUKIzSlXA9GF/oGSAdsrlrB+RBG9jVYV6PNnqMVVA+wir0ZmgP5zZz11YEwMfToG0teNUTJ07wy3nPtiIAnRgAxOnwoGbIQHnXVj4FoDNtmurvACA0QLys59mp92srvwLAnzZNdRYGclwM1/XULgB0hU1TnYXrgvHr6UeKANiqK2yaagpThPjV0d3WgxQBsNTem6b6cvtBTL3p0MfsrSgCYKv23jS1IzadxY9Szr+iUgSghXyxaaovewCEPObCLIoAtKqusGkqRQDeW11h01Sqe+h/uwIaw8k6EIYAAAAASUVORK5CYII=)

Apparently this is a new word from the 20th century -- for some reason I thought the word would have an older etymology

Even more interesting is the exponential increase of the word being used in the 2000s ![](data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAgAAAAB4CAYAAACElkp/AAAMYklEQVR42u3diU9TSxTH8fffI0EEkSAKsgbFIAqoIGsFFKIsQTCARECCBARENkEEMi+/SW7Tli63WNq7fD/JxD5qH+rcyzl35szMfwYAAITOf/wTAAAQLqenpyQAAACEycrKimlsbCQBAAAgLE/9/f395sGDB7aRAAAAEAI9PT028NfV1Zm5uTkSAAAAgu7Lly82+Dc0NJidnR3z+/dvEgAAAPxud3fXPtVPTk4mbfX19TYBWFhYsMGfBAAAAJ9SEJ+YmDBPnjyJzuuna2/evIkGfxIAAAB85uzszIyNjZna2tpocNfQ/uDgoBkfH0/apqamzP7+PgkAAAB+5RTz1dTUmL6+PrO8vGyOjo7igrubRgIAAIBPxBbzbW1tZR30SQAAAPCZ7e3tpMV8JAAAAARMskK/xGI+EgAAAAIiVaFfJBK5UsxHAgAAQEDkqtCPBAAAAJ/IZaEfCQAAAD5wfHyc00I/EgAAAHygt7c3p4V+JAAAAHjc+vp69LQ+7e1PAgAAQMBdXFxEl/pp296bDv4kAAAAeMD09LQN/k+fPs15tT8JAAAAHnR4eBhd77+6upqX4E8CAABAgTlr/rXeP1/BnwQAAIACil3zv7e3RwIAAEDQ5XPNf1YJwMnJif318vLSzM/Pm6WlJfsaAAD8G8XTV69e5W3Nv+sEYHZ21hQXF5vz83MzNDRkysvLTXV1tf1DAgCAfzM5OWmDf1NTU96H/tMmAKpGXFtbs68V/L9+/WpPJqqoqLBJAQAAuJ7v37/bQ37UdMhPIYJ/ygSgpKTE/rqxsWFfO0G/qqrKLlcAAADZU+Btbm62T//j4+MFC/4pEwAVJSwuLtr5CW1KIBoF0GgAAAC4nkgkYoN/Z2dn3jb8ySoB0H7ElZWVtm1ubtrjCMvKymxSAAAAsndwcGCH/TXNvrOzU9Dg73oZoKoVVQMAAAD+7el/ZGSk4ME/ZQKgisSuri7T0tJypQEAgOs//efjpL9rJwA6kUhtZmbGLgmMbQAAIDvOdr9eefpPmQCUlpZGNwICAADXV8jtfrNOABobG23xHwAAuL5Cb/ebdQIwMTFh1/yrYGF0dDSuAQCAzBRktZS+kNv9Zp0ADAwMJC0ApAgQAIDsgr9q6rw09O9qGaDqAPb39+0QBgAAyD74e6Xq31UCoDX/7e3tpqioKNo0h0EiAABAek7Ff2trq2eDf8oEoLu72yYAevoXBX7NXzAFAABAarEV/14O/ikTAO35f3p6Gvc17QaY7OsAAMDYw/K8WvGfVQKQuA8ACQAAAFfpSX9sbMzu8ufVin/XCYD+8Cpg0CFACvz6y+lkQBUzAAAQdnoY1pJ5xUUFfTVt9dvf32+nz32bAKgIsKOjwxQXF0eLAJUQUAQIAAi72Cp/Z75f++boodkPgd/VMsDz83ObyXASIAAA8cFfVf7Ly8vm6OjIV4H/SgKgzMXZ6U+H/iTuAMhOgAAAgr/31/dnnQCsrKxEl/mxEyAAAMEN/hmnAAAACDs9IOuQvCAF/7RnASQW/KkeQAcEAQAQBqr0V1W/U+yn1XBBCf5xCYCW+/X19dm/YEVFhXnx4oV97bS2tjZTVlbGFQEACLzYIf+6ujozNzcXmMCfdARgaWnJFvrpSV+jAIkFgBsbG1wVAIDQBH8N+e/s7AQu+KecAtB8B0v/AABhE9T5ftcJgM4t7urqYhUAACAUgj7f7zoBUNajNjMzY/cEiG0AAASNc4RvUOf7XScApaWlVw4DAgAgiGKP8A3qfL/rBEDzH5ubm1wVAIBA05J3Px3he+MJgE440koAHW7AVsAAgCCKrfb3yxG+edkIiK2AAQBhCP6qeVPxOwlADO3+d3h4aDcJAgAgCMK01C/rBEB7AGgZYHFxsZ0K0D9OdXW1/RUAAD8K41K/rBMAzYW0t7eb1dVVmwBoJGB4eNjU1tZyBQEAfMlZ6qeiv7As9cs6ASgvL7eZ0v7+ftwBQDojgOWBAAC/CetSv6wTAAV6LY2ITQA0CqDDgNgiGADgJ6plC+tSv6wTgKGhIdPc3GwWFxdNZWWl3RNApwGqYhIAAD/QSPbY2Jidvg7rUr+sEwBV/WspoHYELCoqssWAqgnQqAAAAF4XW+lfU1Nji/80qk3gd7kMUPQPpuF/AAD88NSfWOm/tbVFwE+XAOjpfm1tLWMDAMCLYjf3CdOhPv+cAOikPw33qwBQhX+pGgAAXqOH2Nid/aj0zyIB2N7etvP8WgKoIRPtAcAOgAAAL0ss9Avzzn7/XAOgZX6fP3+2mZRGA1Q1ub6+zlUGAPCUZIV+BP8cFQFq05+ZmRmbUWn4X8sDAQAo9FM/hX55WAWgp38tCdRogM4DAACgUCj0u+EEwAn62gRITa+VXQEAUCga3qfQ7wYSAK33Twz6zP0DAApJw/0TExM24DtD/hT63dAyQA3zaz4lVQMAIB9ih/udg3wikQjBP9cJgJ720wV+EgAAQCGCf2trq1leXjZHR0cE7nwWAQIAUKjgz3A/CQAAIAQSC/0I/iQAAICAotCPBAAAEDIU+pEAAABCHPz1xE+hHwkAACBkwZ8nfhIAAADBn0YCAAAIktgT/Aj+JAAAgIBLdoIfwZ8EAAAQYJzgRwIAAAhx8OcEPxIAAEAIgz9D/iQAAACCP40EAAAQJFT6kwAAAEKESn8SAABAyFDpTwIAAAhx8KfSnwQAABACzPeTAAAAQoT5fhIAAEDIMN9PAgAACAk93SvQT05OMt9PAgAACOoTvhPsx8fHbaB3hvqdxnw/CQAAwAeB3G0bHR01tbW1VwJ+Q0ODGRwctAnBx48fzd7eHkGUBACAF3+Q08LdUgVyN62mpsb09fXZYK+2vLxsjo6OCJokAPE2Nja42Wg0j/4gp4W7JQZyN+3Dhw9ma2uLAEkCkNnIyAg3Go2Whx/kPT099n6j0dy0d+/emW/fvtkiPRotWWMEgEbzeJuenjYHBwfMgwDIKWoAAAAgAQAAACQAAACABCAd7QtdUVER97WTkxNbjPLw4UNbxayiFP0+h/aOvnfvnqmsrLQFThcXF67ew833jypEi4qKrjT6x/v9+vfvXzMxMWH7VcWDWrt9eXnJfRfgfuV+DYbDw0PbV/fv37d9rBUZZ2dnrvsx2XWT7nM5SQD+/PljWltb4y44GRoashes/gJq+su8ffvWvvfp0yfT3d1tg5AuXi1V0XKnTO8hP/2ztrZmWlpakv7/6B9v9+vs7Kz58eOH7dOfP3/aG17BgvsuuP3K/RoMz549sz+HteeCqvQ7OzvN2NiYq35Mdd2k+1xOEoCmpia7GiDxG9+9ezfuiV9/ACc70TaSm5ub0fd0Qetrmd5DfvpnamrKDAwMJP3/0T/e7tfHjx/H/bdWEJSVlXHfBbhfuV+DaX9/344GuOnHVNdNus/lJAHQN5XEb9zW1maXMSlj1fCVXutromGs2OCj31NdXZ3xPeSnf3p7e+0TRzL0j7f7VUOHx8fH0f/WU2NJSQn3XYD7lfs1mDQK4CQAmfox1XWT7nM5LQJM/Mb6pspQnfkovXb+IKWlpXHzF5rL0tcyvYf89I+GEzs6OuzF8+jRI7v39/n5Of3jg37Vbm4a4tOQoH6AtLe3m1u3bnHfBbhfuV+DSf2ofs+mHxOvm3Sfu9EEoKuryxaZKaioRSIROxcht2/fjitM0us7d+5kfA/56Z/y8nJbH6BpAb2nIUaNENA/3u9XZfjv3783VVVVNhjMz8/bAiDuu+D2K/dr8Pz69cseu+z0ndt+TLxu0n3uRhMAzSerqtGhOSvngtWwhjJZh4agNcSV6T3kp38S6YeKni7oH+/3ayINFTc3N3PfBbhfuV+DRU/sKgiMnfJx24+J1026z91oAqDjI2Mp2NTV1dnXKmhRMULse8p2Mr2H/PRPIl2ITsER/eOvQLGwsGBev37NfRfgfuV+DdaTv0Znd3d3477uth+TFY+m+tyNJgAahhoeHrZLGpSBaLhZXxMNV718+dLOZek9zXNouUKm95Cf/lExoIqKnOkBLU3RXgH0j/f7VUuB1EfqG1X/1tfX2x8q3HfB7Vfu12BQIZ8ewpKd/eG2HxOvm3Sfu9EEQEUoOshEF6qaXjuFKVqPqD+U5rM0FK2NChzp3kN++kcXoP7dtXGEmvrDuSjpH2/3q7L958+f23lhLfdZWVlxdW/Rr/7tV+7XYFAfpdrQyW0/Jl436T7HVsAAAIQQCQAAACQAAAAgDP4HomSny0F9WBsAAAAASUVORK5CYII=)",2018-09-13,2018-09-13,,True
S6OlrLciEeiJvAPjE_K7YQ,4,camilleweinsheimer,"**Bull** = disconnect from legitimating motives; 
**Bull Session** = disconnect from settled beliefs;
**Bullshit** = disconnect from concern with truth",2018-09-13,2018-09-13,,True
-P6uVrcgEei-8id1HZ6kPw,4,camilleweinsheimer,I had the same initial interpretation. I thought back to a moral psych class and discussions about how disgust responses tend to be more easily triggered by harm to pets & babies vs. non-domesticated animals & adults,2018-09-13,2018-09-13,['O43gELbDEeiOkGdCPboMGg'],True
2DPgJrceEei-8E8l8XqWaA,4,carina.albrecht,"Maybe the article was not a lie, but bullshit :D",2018-09-13,2018-09-13,['uLgU0LUyEeiow-MS_NElQg'],True
u24ifrcbEeiA2b9TEMY3ZA,4,camilleweinsheimer,"I feel like I'm missing/not fully grasping an important point here: In this example I struggle to understand what the ""deceptive misrepresentation"" component of the humbug definition is. If the orator is *not* trying to deceive the audience, where is the intent? Or does the author mean that there still is intent, it's just that it's in the orator's self-preservation rather than American history?",2018-09-13,2018-09-13,,True
q2TNwLcaEei_S0ul2z_OQQ,4,carina.albrecht,Your definition of bullshit is the best I have read so far!,2018-09-13,2018-09-13,['YZo3wLZXEei83uevEp9aiA'],True
zM7ZSLcUEei7ztsHEJ_zYQ,4,camilleweinsheimer,"This statement strikes me as a kind of caution: For example, people tend to believe we can identify truth-tellers from lie-tellers quite easily, and much better than we actually can in real life (this has huge implications in the context of the criminal justice system). Like many other cognitive biases, this belief that we're competent at recognizing bs, or that it's a problem concerning ""other people, but not myself because I'd know bs if I saw it"" can be dangerous in some contexts when we overestimate our own abilities/behaviours. ",2018-09-13,2018-09-13,['QTFMALTUEei2Yc-HLvREfw'],True
B33F0rcUEeixqK-xhN4JmQ,4,carina.albrecht,"Yeah, it looks like satire so far
",2018-09-13,2018-09-13,['E3DcSLUmEeiD389xJlC9cg'],True
